56.64638	56.48746	55.81364	57.1738
59.1614	58.13136	56.6033	57.0564
57.2976	56.23836	56.2722	57.2801
58.85992	58.16566	57.4048	56.8602
57.1747	56.90846	55.8747	57.1266
59.0965	58.22846	56.8415	57.4409
55.7281	55.53516	56.2662	57.31643
58.73595	57.62393	57.2764	57.3567
55.462	56.39816	56.651	56.5791
58.8154	57.52856	56.6345	57.5159
57.2812	57.06776	56.7661	56.48674
59.4075	57.75606	57.3813	56.73591
57.4873	56.47826	56.6195	56.56836
58.4698	58.37586	56.51961	57.5496
56.4471	57.12006	56.7671	57.5268
59.75067	58.51696	57.2378	57.5924
